CargaID,TipoCarga,PesoCarga,Comprimento,Largura,Altura,DataEntregaPrevista
5319,Perigoso,1967.1,5.32,2.2,2.67,2023-05-20
5320,Perecível,920.11,7.06,1.81,1.61,2021-10-01
5321,Granel,1337.81,7.6,2.16,1.82,2020-07-02
5322,Frágil,5544.05,11.73,1.54,1.36,2021-10-08
5323,Granel,5772.37,13.48,0.82,0.57,2020-08-05
5324,Líquido,5603.32,2.45,2.61,1.74,2022-10-21
5325,Perecível,6761.33,8.38,2.49,1.3,2024-06-17
5326,Frágil,7993.05,3.99,1.41,1.21,2020-06-16
5327,Perigoso,3203.82,5.41,2.6,2.74,2024-04-25
5328,Granel,5599.06,10.47,0.62,1.31,2024-06-09
5329,Sólido,9495.7,3.55,2.91,2.55,2024-07-03
5330,Perecível,1638.41,2.59,1.63,1.75,2024-06-03
5331,Perecível,6998.35,2.15,2.96,3.4,2022-09-26
5332,Líquido,4144.96,4.96,1.57,1.56,2025-02-02
5333,Frágil,5915.72,8.47,1.86,1.93,2024-01-23
5334,Granel,4137.39,2.18,2.8,2.28,2022-01-12
5335,Líquido,7708.34,13.51,1.85,1.35,2022-10-09
5336,Granel,4375.7,3.17,2.23,3.15,2022-02-12
5337,Líquido,105.07,14.93,1.66,1.86,2020-11-17
5338,Perecível,8195.82,7.91,1.65,3.6,2020-11-04
5339,Frágil,4580.27,9.86,0.94,2.36,2024-12-11
5340,Granel,5029.69,4.09,1.44,0.7,2020-12-22
5341,Perecível,2939.77,14.39,0.71,0.89,2024-04-20
5342,Frágil,6476.96,1.12,1.21,2.54,2021-09-23
5343,Frágil,1762.54,1.71,0.5,1.93,2020-12-24
5344,Frágil,2450.43,4.17,2.28,0.76,2022-01-26
5345,Frágil,3716.81,12.65,2.03,1.66,2023-09-11
5346,Frágil,7363.1,7.58,2.08,1.41,2023-02-02
5347,Líquido,4400.68,5.03,2.51,1.45,2024-09-25
5348,Líquido,1419.94,1.41,2.16,0.84,2025-04-17
5349,Granel,4639.45,10.03,0.52,1.87,2024-10-21
5350,Líquido,8298.35,5.09,1.96,1.96,2021-10-14
5351,Frágil,9772.78,7.71,2.49,1.36,2023-06-29
5352,Perecível,9740.38,0.67,2.73,3.24,2021-12-21
5353,Sólido,7509.93,9.66,0.5,3.72,2021-02-21
5354,Frágil,3943.48,14.63,1.52,2.91,2023-05-30
5355,Perigoso,8191.84,13.35,2.79,2.17,2020-07-14
5356,Líquido,872.56,6.49,0.91,2.37,2023-06-29
5357,Perecível,8054.44,8.83,2.15,1.87,2024-08-06
5358,Perecível,8812.78,10.75,2.46,3.72,2021-03-21
5359,Perigoso,7135.03,11.87,0.97,1.16,2025-06-02
5360,Líquido,8013.06,1.36,1.19,1.4,2024-08-30
5361,Sólido,7975.54,8.75,2.13,2.69,2025-02-13
5362,Perigoso,6098.26,2.59,2.33,2.55,2021-01-10
5363,Granel,6245.44,1.69,0.9,2.76,2023-06-13
5364,Líquido,5593.01,0.9,0.61,3.58,2023-06-11
5365,Perecível,5907.86,7.59,1.31,3.84,2021-09-30
5366,Perecível,399.91,9.1,2.19,3.07,2022-03-22
5367,Granel,7111.73,4.49,2.05,3.03,2024-01-27
5368,Frágil,9058.23,11.82,2.2,3.55,2020-08-06
5369,Frágil,846.31,14.73,1.41,2.18,2022-12-10
5370,Perecível,8202.37,3.16,0.68,0.78,2021-02-12
5371,Granel,3668.85,3.72,2.2,3.34,2022-07-02
5372,Líquido,5046.41,4.23,2.31,2.88,2024-10-29
5373,Frágil,5277.06,5.83,2.96,1.03,2024-08-30
5374,Frágil,3180.34,6.95,0.73,3.85,2023-02-03
5375,Granel,6320.56,4.75,1.73,0.75,2022-06-26
5376,Frágil,3814.19,10.36,2.39,2.88,2022-05-30
5377,Perigoso,1872.1,14.65,2.08,1.69,2024-02-28
5378,Líquido,611.08,10.75,1.05,3.74,2024-10-18
5379,Perigoso,903.39,2.35,2.08,1.45,2022-12-22
5380,Perigoso,9419.41,11.47,1.22,1.08,2024-03-10
5381,Líquido,9213.91,9.21,0.99,1.65,2023-03-25
5382,Frágil,707.91,12.22,1.77,0.7,2025-01-09
5383,Frágil,4092.05,0.68,2.42,3.19,2021-11-11
5384,Frágil,5888.54,12.51,2.29,1.22,2021-01-24
5385,Sólido,2117.09,2.03,1.17,0.65,2021-11-25
5386,Granel,2699.56,14.61,2.41,3.21,2023-09-15
5387,Granel,3573.96,12.48,1.36,3.11,2021-04-20
5388,Granel,5602.74,10.18,1.44,1.09,2025-04-17
5389,Granel,7932.13,12.01,2.17,3.86,2023-12-17
5390,Frágil,9749.55,6.22,1.08,2.02,2020-07-11
5391,Granel,7775.5,6.48,1.83,3.79,2023-09-11
5392,Líquido,145.55,7.31,1.95,3.47,2022-10-30
5393,Líquido,2038.28,1.18,2.13,3.54,2023-10-11
5394,Sólido,111.21,14.17,1.36,3.99,2024-03-08
5395,Frágil,8558.53,8.55,2.31,0.52,2022-10-22
5396,Líquido,5487.69,14.06,1.81,3.8,2024-02-06
5397,Perigoso,6150.4,12.87,2.45,1.67,2022-08-19
5398,Sólido,6304.54,8.11,2.89,0.64,2022-12-08
5399,Granel,9578.27,2.03,1.45,2.8,2024-10-15
5400,Granel,5995.41,11.82,2.05,1.96,2021-06-12
5401,Perigoso,6540.26,12.39,1.32,1.4,2023-04-16
5402,Líquido,5728.24,8.48,1.83,1.2,2023-01-25
5403,Perecível,4925.74,13.69,0.99,2.92,2020-07-28
5404,Líquido,826.32,9.94,1.18,3.41,2024-03-07
5405,Líquido,1044.08,7.23,1.23,0.84,2024-01-17
5406,Perecível,271.9,3.84,1.24,3.39,2023-01-13
5407,Perigoso,605.5,4.18,0.56,2.44,2020-11-26
5408,Líquido,2903.35,11.3,2.47,0.98,2022-07-12
5409,Frágil,4725.75,1.76,1.78,1.27,2024-01-15
5410,Frágil,3998.94,7.94,2.59,1.68,2023-02-25
5411,Perecível,7319.4,13.65,2.06,0.55,2023-09-28
5412,Perigoso,4817.13,12.79,0.87,2.58,2023-06-10
5413,Perecível,5228.95,14.93,1.64,1.81,2024-01-05
5414,Frágil,5226.5,11.93,2.9,2.67,2023-12-20
5415,Perecível,6375.19,9.26,1.89,3.34,2022-09-24
5416,Sólido,556.76,12.0,2.49,2.27,2021-03-17
5417,Perigoso,421.16,10.45,1.69,2.87,2024-04-03
5418,Perecível,8911.23,12.72,0.87,0.93,2025-02-05
5419,Frágil,9673.31,1.38,2.43,1.22,2020-10-15
5420,Granel,120.99,4.21,2.54,0.65,2021-03-13
5421,Perecível,4903.47,10.41,2.78,3.39,2021-09-22
5422,Granel,2049.89,8.97,1.19,1.03,2020-09-20
5423,Líquido,767.3,12.66,1.25,0.59,2020-12-27
5424,Granel,6390.62,7.84,0.79,1.13,2024-07-13
5425,Líquido,280.37,2.51,1.13,0.82,2020-06-22
5426,Sólido,898.8,1.61,0.74,0.68,2022-05-20
5427,Perigoso,8740.44,2.85,0.71,3.84,2025-03-19
5428,Líquido,4621.25,11.54,2.97,3.58,2021-02-14
5429,Granel,2807.2,4.8,2.46,2.89,2025-03-24
5430,Perigoso,8719.75,9.86,1.64,1.83,2022-03-29
5431,Líquido,4383.33,5.45,0.91,1.63,2023-07-23
5432,Perecível,474.54,12.54,0.57,3.95,2025-03-27
5433,Líquido,3357.65,7.06,1.13,3.53,2024-07-20
5434,Perecível,8632.69,11.76,1.53,0.73,2024-11-28
5435,Perigoso,7087.58,3.03,1.85,1.86,2023-01-04
5436,Perecível,2141.95,9.27,2.93,2.86,2020-12-01
5437,Perecível,835.67,12.0,2.8,3.06,2024-07-17
5438,Frágil,9037.25,10.31,2.63,1.39,2021-04-22
5439,Granel,1915.79,5.83,2.14,1.01,2023-07-15
5440,Perigoso,6851.81,3.26,0.69,3.06,2020-07-03
5441,Frágil,3599.08,14.58,2.59,0.73,2025-04-10
5442,Frágil,289.91,1.11,1.54,3.25,2022-01-30
5443,Perigoso,3860.96,6.69,1.96,3.9,2025-03-01
5444,Perigoso,1167.32,5.69,1.63,0.57,2024-02-29
5445,Granel,3470.44,7.67,1.35,1.39,2025-05-25
5446,Perigoso,6646.92,7.39,1.31,2.75,2022-09-22
5447,Perecível,2958.01,2.81,2.27,1.29,2021-11-25
5448,Perigoso,6121.05,3.54,0.84,1.01,2020-12-20
5449,Perigoso,7012.46,8.72,2.82,3.97,2021-04-03
5450,Líquido,519.34,2.04,2.24,2.77,2023-01-05
5451,Perigoso,5355.33,2.83,2.16,1.92,2023-12-05
5452,Sólido,8070.35,14.45,1.45,3.38,2022-09-15
5453,Perecível,1570.78,12.12,1.16,3.21,2022-05-14
5454,Perecível,8887.0,3.99,0.75,3.24,2022-01-18
5455,Sólido,1615.09,1.16,1.45,2.78,2025-04-03
5456,Perecível,4486.8,13.28,2.94,3.55,2023-12-14
5457,Perecível,2578.66,8.58,2.9,1.28,2021-07-16
5458,Perecível,5227.03,13.22,1.67,3.77,2023-10-26
5459,Perecível,5462.67,10.1,0.78,2.76,2023-04-24
5460,Perecível,8865.19,8.92,2.94,0.55,2020-06-18
5461,Granel,3809.15,11.9,2.86,1.92,2024-11-17
5462,Sólido,230.02,7.39,1.31,3.56,2021-11-17
5463,Frágil,9160.31,11.49,0.86,2.91,2024-07-24
5464,Perecível,9252.05,5.03,1.69,3.4,2022-07-03
5465,Sólido,5104.72,9.11,1.14,2.49,2021-08-22
5466,Frágil,6578.93,14.63,0.69,2.62,2021-01-03
5467,Perecível,2591.35,1.31,2.31,3.78,2020-06-26
5468,Perigoso,4248.98,2.32,2.46,1.97,2022-05-17
5469,Líquido,234.66,11.46,1.31,0.83,2022-10-21
5470,Frágil,7235.79,12.7,1.97,0.52,2022-07-16
5471,Granel,5028.44,5.65,1.54,2.29,2023-07-08
5472,Granel,7183.24,14.78,0.91,1.8,2021-06-06
5473,Líquido,2027.19,6.84,2.4,1.71,2022-06-28
5474,Perigoso,2564.17,10.24,2.52,1.99,2022-06-10
5475,Perecível,260.56,5.52,0.94,0.53,2022-04-14
5476,Frágil,3224.82,6.28,1.71,2.68,2023-04-20
5477,Líquido,1166.78,6.87,0.56,3.42,2025-03-05
5478,Granel,1228.99,14.27,1.42,1.65,2024-02-18
5479,Granel,3021.96,8.53,1.48,0.94,2023-10-13
5480,Frágil,8961.41,5.24,0.79,1.32,2024-12-09
5481,Perecível,8934.25,6.06,1.98,3.4,2022-05-03
5482,Perecível,5967.14,13.65,0.64,1.55,2023-04-07
5483,Sólido,3897.54,11.81,2.71,3.58,2021-03-21
5484,Granel,8146.54,1.87,2.01,1.1,2024-11-14
5485,Granel,1597.52,11.89,2.38,1.35,2023-12-16
5486,Líquido,6034.8,11.94,1.35,3.15,2021-01-09
5487,Frágil,3236.55,9.13,0.88,2.7,2024-10-13
5488,Sólido,9331.1,10.85,1.41,3.29,2023-04-10
5489,Perigoso,5440.08,7.29,0.92,2.22,2021-06-01
5490,Perigoso,8409.9,12.78,2.76,0.84,2021-03-22
5491,Perecível,1368.32,14.24,1.72,0.62,2021-09-08
5492,Frágil,3608.3,7.01,2.49,2.0,2021-10-22
5493,Perecível,7647.58,10.26,2.53,0.98,2023-12-13
5494,Líquido,4822.58,14.8,0.75,0.79,2023-08-09
5495,Líquido,6218.4,12.87,2.61,2.17,2022-03-25
5496,Granel,2261.53,12.71,0.76,2.2,2023-05-27
5497,Perigoso,938.84,10.22,2.45,1.15,2022-10-19
5498,Perecível,7796.85,13.02,1.96,3.75,2023-06-04
5499,Frágil,8030.33,1.91,1.31,0.83,2025-02-09
5500,Granel,8742.14,7.69,1.21,1.72,2021-02-10
5501,Líquido,45.05,2.53,1.11,3.18,2022-02-08
5502,Líquido,7941.82,7.66,2.99,3.96,2024-08-25
5503,Líquido,6463.11,11.92,1.52,1.95,2023-03-07
5504,Frágil,8589.95,11.88,1.67,3.47,2021-01-21
5505,Sólido,725.27,11.92,2.47,3.03,2022-11-12
5506,Perigoso,4224.25,11.45,2.84,1.81,2021-03-15
5507,Líquido,6835.08,4.29,2.38,2.39,2025-04-15
5508,Perecível,3063.92,10.18,1.53,1.25,2021-10-30
5509,Perigoso,6698.39,4.14,0.68,1.93,2024-02-12
5510,Perigoso,8053.83,1.54,2.82,2.94,2021-01-28
5511,Frágil,1841.8,3.78,1.19,1.18,2023-06-06
5512,Líquido,3987.02,6.14,1.54,0.58,2025-03-28
5513,Sólido,2701.55,14.61,1.33,2.97,2024-07-05
5514,Perigoso,3101.55,6.2,1.29,3.59,2023-06-16
5515,Perigoso,3275.65,1.2,0.6,1.73,2024-07-25
5516,Frágil,3916.05,11.82,1.34,0.78,2024-02-23
5517,Perecível,9756.11,4.94,2.57,1.11,2022-07-09
5518,Líquido,3213.5,11.39,1.84,2.66,2020-09-17
5519,Líquido,946.01,2.17,1.88,1.34,2020-11-17
5520,Perecível,2532.01,13.61,1.19,1.79,2020-12-16
5521,Frágil,3140.56,2.64,1.21,1.42,2024-01-16
5522,Líquido,9195.64,8.05,2.17,1.64,2020-07-27
5523,Frágil,8515.0,10.06,1.14,2.77,2024-03-12
5524,Granel,93.18,8.78,2.42,2.42,2021-11-01
5525,Líquido,9391.74,12.39,2.4,2.46,2020-12-19
5526,Perecível,6206.8,7.58,1.33,3.06,2023-04-06
5527,Líquido,6661.66,5.66,0.53,0.59,2023-01-01
5528,Granel,928.46,10.77,2.58,0.99,2020-09-02
5529,Perecível,6966.14,0.96,1.27,2.25,2020-12-18
5530,Líquido,9449.3,6.71,1.23,0.8,2020-08-14
5531,Perecível,300.47,3.72,2.26,1.59,2024-05-21
5532,Líquido,3938.66,5.08,1.49,1.7,2023-08-30
5533,Perecível,6324.22,0.59,0.79,1.05,2021-02-11
5534,Frágil,7291.15,12.84,0.56,3.52,2025-05-28
5535,Sólido,1866.52,6.25,2.15,1.63,2021-08-06
5536,Granel,2633.43,6.26,0.9,1.45,2020-11-20
5537,Granel,7880.86,2.09,1.82,0.6,2024-02-18
5538,Sólido,5902.34,7.08,1.51,1.84,2021-02-11
5539,Perecível,6030.55,3.48,1.19,2.28,2020-08-03
5540,Perigoso,2983.7,0.8,2.34,3.71,2025-02-05
5541,Frágil,2770.27,7.94,1.39,3.53,2022-04-22
5542,Perigoso,1440.61,7.68,2.83,1.97,2021-07-03
5543,Perecível,5115.22,2.81,1.31,1.49,2021-05-28
5544,Frágil,8429.78,9.91,1.05,0.71,2023-05-23
5545,Granel,3890.35,3.98,2.73,0.68,2023-05-20
5546,Perecível,6014.38,1.14,2.74,3.31,2020-09-18
5547,Perigoso,405.53,8.45,2.09,3.37,2021-12-18
5548,Perecível,2079.38,8.46,1.23,3.63,2022-10-13
5549,Líquido,2971.8,12.0,1.21,1.8,2021-04-23
5550,Sólido,1600.92,6.39,1.16,3.6,2023-11-23
5551,Perigoso,4300.71,12.64,2.91,3.22,2024-03-08
5552,Sólido,1042.41,8.19,0.95,2.0,2021-08-13
5553,Perecível,2349.21,5.07,0.95,1.92,2023-10-25
5554,Frágil,867.07,6.36,1.21,2.69,2021-06-13
5555,Granel,6362.22,8.03,1.57,3.44,2020-08-09
5556,Frágil,2069.22,8.95,2.17,3.8,2021-02-27
5557,Perecível,7656.89,0.9,0.64,3.22,2025-04-30
5558,Sólido,422.77,6.76,2.49,1.27,2023-08-13
5559,Frágil,8861.92,13.56,2.72,3.71,2024-12-02
5560,Sólido,5780.08,3.25,2.21,2.28,2021-05-28
5561,Líquido,2615.77,14.82,1.02,1.68,2021-10-10
5562,Frágil,9490.73,10.87,1.56,2.2,2021-09-25
5563,Sólido,7572.51,13.46,1.88,3.62,2025-02-04
5564,Perigoso,5898.69,8.84,0.69,0.82,2021-02-02
5565,Líquido,8319.33,6.66,1.5,2.25,2022-07-07
5566,Granel,9387.97,0.69,2.63,3.38,2024-09-16
5567,Perecível,622.22,9.77,1.22,2.86,2025-03-13
5568,Perigoso,3092.42,2.38,2.22,3.98,2023-11-24
5569,Sólido,7589.42,9.8,2.62,2.96,2024-04-23
5570,Perigoso,5409.85,12.77,1.22,1.42,2021-05-25
5571,Perecível,5550.5,1.39,2.16,3.27,2022-03-30
5572,Sólido,1966.97,8.97,1.51,1.72,2021-10-03
5573,Líquido,9561.09,7.13,2.45,3.94,2024-11-30
5574,Perigoso,9642.38,1.79,2.95,2.25,2023-08-30
5575,Perigoso,6449.49,2.81,1.32,0.92,2023-10-01
5576,Frágil,8438.5,1.28,1.12,3.75,2025-02-17
5577,Sólido,3386.32,4.74,1.06,1.54,2022-05-11
5578,Perigoso,1083.98,8.69,0.69,1.07,2024-09-29
5579,Perigoso,4933.57,8.94,2.46,1.97,2020-12-10
5580,Sólido,3477.04,9.93,2.73,2.88,2021-06-27
5581,Perecível,1170.33,9.45,0.99,1.08,2022-01-05
5582,Perigoso,7260.41,6.31,1.6,2.82,2022-04-29
5583,Sólido,1629.96,5.82,1.73,1.11,2023-06-08
5584,Perigoso,7425.56,9.39,2.16,1.92,2020-12-29
5585,Granel,20.2,14.0,1.62,3.07,2021-10-08
5586,Perecível,4889.24,6.54,2.62,2.77,2022-06-09
5587,Sólido,8731.94,10.45,2.49,1.81,2021-09-10
5588,Sólido,5199.07,7.07,1.18,2.13,2022-03-11
5589,Líquido,3720.43,7.01,1.59,3.57,2024-04-13
5590,Líquido,8324.34,10.01,2.79,1.76,2023-11-26
5591,Perecível,6532.09,8.43,1.57,1.6,2022-06-03
5592,Sólido,4803.38,8.89,2.28,1.48,2023-04-29
5593,Líquido,3560.52,4.81,1.11,3.57,2021-06-24
5594,Perigoso,4730.82,13.0,2.97,2.76,2023-05-24
5595,Perecível,1786.02,2.87,2.39,1.72,2025-05-25
5596,Líquido,8302.9,12.77,1.68,1.0,2024-05-04
5597,Sólido,3022.07,12.87,0.72,0.5,2021-12-23
5598,Perigoso,9520.41,14.33,0.93,1.34,2023-11-05
5599,Granel,5960.31,3.35,1.87,1.37,2023-01-17
5600,Perecível,4687.75,11.33,2.58,3.23,2025-03-19
5601,Líquido,7199.48,3.22,2.63,3.32,2021-08-19
5602,Sólido,9480.24,14.2,2.65,1.85,2024-07-26
5603,Sólido,8119.85,8.07,2.5,1.88,2020-10-25
5604,Frágil,1049.11,0.98,1.74,3.79,2022-07-25
5605,Líquido,5024.5,12.15,2.73,3.49,2022-12-29
5606,Perigoso,6150.05,7.8,2.43,0.6,2021-05-02
5607,Líquido,1844.02,4.67,1.98,2.08,2023-07-12
5608,Perigoso,337.63,11.32,1.94,2.11,2024-08-16
5609,Líquido,7506.68,13.29,1.38,1.41,2023-08-08
5610,Líquido,477.68,13.31,2.37,3.65,2020-09-08
5611,Perecível,875.3,11.32,0.76,0.93,2024-08-30
5612,Granel,3879.88,11.2,1.72,3.51,2021-05-13
5613,Sólido,8246.16,10.98,2.56,2.47,2021-03-15
5614,Granel,7301.61,5.27,1.99,2.06,2022-09-30
5615,Perigoso,6390.53,5.37,2.4,1.22,2020-06-10
5616,Sólido,275.29,1.07,2.62,2.51,2025-04-18
5617,Sólido,7032.15,1.06,1.84,3.1,2023-07-05
5618,Sólido,2265.1,1.74,0.55,3.72,2023-12-16
5619,Líquido,8297.19,3.19,2.77,2.4,2025-05-23
5620,Perigoso,4492.51,6.96,2.43,2.94,2025-05-21
5621,Frágil,1147.38,11.91,1.48,3.97,2022-10-15
5622,Perecível,1514.91,0.8,0.89,3.93,2024-08-24
5623,Granel,593.89,10.97,1.18,2.4,2021-11-29
5624,Perecível,6303.42,14.48,2.87,3.24,2024-03-18
5625,Perecível,6036.26,9.57,2.94,0.92,2020-12-29
5626,Perecível,2309.78,7.92,0.56,0.62,2022-06-01
5627,Líquido,883.35,4.49,1.1,1.75,2020-06-24
5628,Perigoso,1060.98,2.33,1.4,2.57,2020-09-26
5629,Granel,5297.27,9.08,0.79,1.04,2021-12-30
5630,Perecível,6857.67,9.66,2.54,0.66,2024-09-14
5631,Líquido,7853.27,3.04,2.54,0.69,2021-12-31
5632,Perecível,1223.64,5.86,2.49,1.85,2023-05-13
5633,Perigoso,2427.03,14.57,1.46,3.78,2024-09-02
5634,Perigoso,4893.56,4.67,2.4,2.52,2021-10-26
5635,Frágil,2819.89,11.39,1.55,2.0,2022-10-17
5636,Líquido,4843.85,1.99,1.63,3.09,2021-04-24
5637,Perigoso,8543.15,12.86,0.76,1.61,2021-02-10
5638,Líquido,8477.3,10.56,1.23,3.22,2024-11-29
5639,Perigoso,5015.53,14.43,1.04,2.53,2022-05-18
5640,Granel,9170.44,11.32,1.52,3.7,2021-02-11
5641,Frágil,4523.95,14.42,2.01,1.8,2023-07-28
5642,Frágil,1991.28,14.62,1.45,2.9,2023-02-11
5643,Frágil,3127.62,8.57,1.52,3.53,2022-02-26
5644,Perecível,7616.83,12.85,2.85,2.96,2024-04-08
5645,Perecível,5787.15,12.09,2.09,2.72,2022-03-09
5646,Sólido,2946.4,3.4,1.07,0.91,2025-04-04
5647,Perecível,9489.92,10.71,1.99,3.63,2024-10-29
5648,Perigoso,8141.68,1.2,1.5,0.89,2020-09-26
5649,Frágil,4214.31,4.29,1.11,2.85,2023-12-29
5650,Frágil,2580.72,12.86,2.64,3.96,2021-01-21
5651,Líquido,2244.24,13.62,0.76,0.61,2025-02-03
5652,Frágil,2844.34,0.74,2.72,2.04,2021-08-11
5653,Sólido,613.25,7.49,2.55,2.71,2024-03-11
5654,Perigoso,1659.82,14.22,2.44,1.53,2022-01-30
5655,Frágil,8829.79,9.82,0.96,2.74,2025-04-28
5656,Perecível,4102.97,3.89,2.39,1.25,2021-02-03
5657,Sólido,3833.25,12.66,2.4,2.07,2023-06-10
5658,Granel,6226.61,3.73,0.85,2.07,2023-05-02
5659,Granel,6948.79,14.16,1.63,2.43,2022-02-25
5660,Sólido,6892.65,4.37,1.93,2.17,2024-03-02
5661,Sólido,8066.25,11.83,2.02,0.95,2022-05-28
5662,Sólido,792.43,8.31,2.25,1.36,2021-09-05
5663,Sólido,4531.07,2.09,2.68,3.32,2022-01-08
5664,Líquido,1969.49,13.51,0.85,2.04,2024-11-29
5665,Granel,7758.21,5.45,2.34,2.77,2025-04-14
5666,Sólido,843.07,10.17,0.66,2.74,2021-08-17
5667,Granel,1523.08,10.51,0.63,2.72,2022-09-21
5668,Frágil,1514.4,10.32,2.72,2.7,2022-04-22
5669,Frágil,4653.73,5.31,1.42,1.75,2024-06-02
5670,Líquido,6267.08,0.75,1.13,3.64,2022-09-17
5671,Líquido,8554.12,10.88,0.83,1.34,2025-02-17
5672,Líquido,1642.44,2.46,0.8,2.3,2022-01-20
5673,Líquido,7673.68,14.64,1.64,2.79,2023-10-29
5674,Granel,8859.04,7.09,0.76,1.56,2021-02-20
5675,Perecível,2308.05,4.44,1.95,1.47,2024-12-07
5676,Perigoso,4024.18,5.47,0.74,1.74,2023-09-18
5677,Líquido,5954.92,4.44,2.42,3.9,2024-08-08
5678,Sólido,2353.2,4.8,2.47,3.13,2024-06-29
5679,Frágil,2304.39,9.15,1.63,2.8,2020-08-08
5680,Frágil,7227.02,10.43,2.24,2.97,2023-12-09
5681,Sólido,6484.92,11.41,1.53,1.87,2020-08-19
5682,Líquido,8022.66,5.54,0.65,2.76,2025-04-28
5683,Perecível,745.49,6.2,0.89,1.75,2021-06-19
5684,Líquido,6142.36,8.44,1.64,2.22,2021-09-27
5685,Granel,7620.83,13.02,2.82,3.49,2023-01-29
5686,Líquido,5412.93,10.86,1.28,3.31,2021-09-15
5687,Perecível,232.11,6.33,2.05,1.61,2020-11-18
5688,Frágil,9724.52,1.09,0.56,3.07,2022-12-29
5689,Frágil,2833.95,3.12,0.54,3.06,2020-10-30
5690,Perecível,8182.94,2.1,1.03,3.93,2023-11-20
5691,Perecível,528.28,3.34,1.16,2.21,2021-10-26
5692,Sólido,1390.4,7.69,1.69,1.73,2021-09-22
5693,Líquido,2729.43,6.64,1.76,0.61,2022-04-10
5694,Perecível,4379.16,10.52,2.71,0.71,2023-04-14
5695,Perigoso,2601.17,11.46,1.51,2.0,2022-12-26
5696,Frágil,3326.06,13.5,0.61,2.03,2025-04-07
5697,Perigoso,7667.11,11.23,1.25,3.35,2024-05-25
5698,Frágil,4127.93,7.19,0.93,3.4,2022-08-24
5699,Frágil,7270.54,5.01,1.83,3.31,2022-11-15
5700,Perigoso,9794.96,8.37,2.57,3.19,2022-04-26
5701,Sólido,1059.28,2.89,2.76,2.66,2023-04-08
5702,Perecível,5499.7,14.81,2.99,3.09,2020-06-24
5703,Granel,5755.15,4.63,0.57,2.57,2023-11-11
5704,Granel,4901.16,14.99,2.1,1.72,2025-03-23
5705,Perigoso,5626.75,4.51,1.91,2.85,2021-03-28
5706,Frágil,3716.91,1.53,0.59,1.34,2023-07-20
5707,Sólido,9713.99,13.96,2.63,2.23,2024-10-25
5708,Líquido,4083.13,5.02,2.96,0.75,2021-10-13
5709,Líquido,1310.66,1.84,1.3,3.78,2023-01-30
5710,Líquido,9676.02,10.48,2.29,1.1,2021-02-16
5711,Frágil,8221.21,10.4,2.73,0.87,2023-11-21
5712,Frágil,3053.15,1.01,2.34,1.17,2022-04-02
5713,Perecível,6746.26,3.07,1.76,1.56,2022-08-02
5714,Frágil,3462.36,10.43,1.55,1.31,2022-02-22
5715,Líquido,1960.86,1.88,2.16,1.06,2024-07-08
5716,Líquido,8406.03,7.8,1.54,2.28,2023-06-04
5717,Sólido,657.03,9.28,2.4,3.36,2022-01-20
5718,Perecível,7516.03,0.9,2.89,1.86,2025-04-24
5719,Líquido,7818.47,4.32,2.52,3.42,2021-03-14
5720,Granel,6824.39,11.7,2.23,0.84,2025-05-21
5721,Perecível,7598.14,8.18,2.4,3.95,2021-08-05
5722,Perigoso,1980.93,2.68,1.84,3.04,2021-05-11
5723,Granel,8489.83,7.05,1.24,1.63,2022-07-09
5724,Frágil,9956.54,1.95,2.03,3.11,2022-01-15
5725,Sólido,6253.11,13.81,1.26,1.28,2023-05-17
5726,Frágil,9616.99,14.85,1.68,1.51,2023-07-08
5727,Perigoso,626.78,1.86,2.75,2.79,2020-11-29
5728,Perigoso,1543.2,10.65,2.42,2.09,2022-09-04
5729,Perigoso,4921.14,9.22,1.85,2.58,2021-08-30
5730,Perigoso,6722.51,9.03,0.86,0.64,2023-05-07
5731,Granel,6414.77,9.04,1.32,3.78,2023-09-12
5732,Frágil,5311.4,14.92,2.24,3.36,2020-10-20
5733,Frágil,9340.01,5.04,3.0,1.16,2023-06-07
5734,Perigoso,9950.63,3.28,2.26,2.99,2025-04-13
5735,Sólido,3709.95,7.52,0.75,2.22,2020-09-10
5736,Sólido,9037.76,4.07,2.33,2.12,2022-04-30
5737,Frágil,9420.05,13.83,0.75,1.58,2020-10-28
5738,Perigoso,4369.21,7.54,1.74,2.06,2023-05-14
5739,Granel,8613.88,8.25,1.42,2.7,2023-03-08
5740,Líquido,1548.55,2.49,1.56,3.29,2022-09-25
5741,Sólido,2222.58,3.26,2.9,1.8,2023-04-03
5742,Perecível,8000.65,0.69,1.86,1.75,2023-09-08
5743,Frágil,4334.85,7.43,1.83,2.79,2025-03-03
5744,Perecível,9055.65,1.85,1.22,0.86,2022-05-15
5745,Frágil,4400.65,14.7,2.4,3.96,2021-12-15
5746,Granel,2561.23,1.96,2.12,3.28,2020-10-22
5747,Líquido,1556.52,3.96,1.67,2.77,2024-10-15
5748,Líquido,4984.23,12.46,2.47,3.31,2022-03-08
5749,Líquido,2607.22,2.77,1.23,2.66,2024-02-07
5750,Perecível,7206.69,12.02,1.46,3.22,2024-09-07
5751,Sólido,2894.26,11.0,1.28,0.86,2025-05-03
5752,Frágil,3720.88,7.08,2.09,1.15,2023-12-18
5753,Frágil,6379.08,14.45,2.36,1.68,2022-06-01
5754,Sólido,6253.53,2.17,0.52,2.8,2022-02-06
5755,Granel,2134.79,2.77,2.58,3.39,2023-09-13
