VeiculoID,TipoVeiculo,CapacidadeCarga,DataAquisicao,EstadoVeiculo,PlacaVeiculo
4031,Caminhão,17.81,2022-10-22,Novo,AYC-7M25
4032,Carreta,14.51,2017-02-12,Novo,MUR-9Z04
4033,Van,17.86,2015-11-05,Manutenção,PXI-8G19
4034,Van,27.4,2024-03-16,Usado,IYB-7F39
4035,Caminhão,3.68,2016-09-12,Manutenção,MWY-3S71
4036,Carreta,13.07,2024-02-21,Manutenção,OCW-7F83
4037,Van,19.43,2020-01-12,Novo,SGA-3Z11
4038,Van,4.67,2019-02-28,Manutenção,LPK-6S70
4039,Caminhonete,6.11,2015-03-20,Novo,DYW-4X48
4040,Carro,21.28,2022-11-19,Manutenção,FZP-8E37
4041,Van,4.23,2017-04-06,Novo,CTR-2L30
4042,Caminhão,4.15,2022-10-23,Manutenção,JNX-6M93
4043,Carro,2.02,2017-03-09,Usado,ULZ-2H05
4044,Caminhão,3.75,2020-03-03,Usado,IJR-2S28
4045,Carreta,11.51,2021-01-07,Novo,IBZ-2H95
4046,Van,13.87,2017-12-03,Novo,FGZ-0R99
4047,Carro,22.64,2016-10-04,Usado,KXA-4E74
4048,Van,4.16,2022-10-27,Usado,TYL-2V67
4049,Van,23.72,2015-12-14,Manutenção,SSA-0V62
4050,Caminhão,1.55,2021-02-25,Manutenção,QKC-9J60
4051,Carreta,6.93,2019-04-06,Manutenção,TKV-5T70
4052,Carreta,13.24,2019-03-02,Manutenção,MVE-0Q38
4053,Van,28.79,2023-08-24,Novo,MBC-1T35
4054,Carro,24.62,2019-05-13,Manutenção,WWF-6V45
4055,Carro,20.15,2019-11-12,Manutenção,FZY-4L08
4056,Caminhão,15.39,2019-07-14,Manutenção,CZW-5F10
4057,Van,4.5,2017-03-02,Usado,IDP-2J71
4058,Caminhonete,15.47,2023-06-10,Novo,HSN-1P66
4059,Caminhonete,4.0,2022-03-12,Usado,WNY-8P70
4060,Carro,10.29,2021-10-01,Manutenção,IJZ-0X44
4061,Carro,26.25,2014-10-28,Usado,ISA-4U79
4062,Carreta,2.07,2021-03-01,Usado,DJY-6G05
4063,Caminhonete,14.96,2023-10-27,Novo,CHT-2K36
4064,Caminhonete,26.15,2023-05-15,Novo,GFX-9I70
4065,Carro,3.81,2016-09-05,Novo,SLQ-0R73
4066,Caminhão,11.88,2021-03-20,Novo,BBH-5M29
4067,Van,2.07,2018-10-04,Manutenção,DOA-2C38
4068,Caminhão,24.48,2014-08-12,Usado,TFS-4M67
4069,Carro,1.31,2021-11-03,Novo,LIS-4S11
4070,Carro,4.12,2015-11-17,Manutenção,KRL-9K85
4071,Caminhonete,12.49,2014-08-18,Manutenção,UTU-3R40
4072,Caminhão,4.08,2023-07-10,Usado,CQY-2M92
4073,Carreta,21.68,2016-01-04,Novo,WTH-9N46
4074,Carreta,24.57,2015-08-27,Manutenção,XGL-2Q02
4075,Carreta,22.54,2015-12-20,Novo,NNG-1M73
4076,Carro,27.88,2018-08-01,Manutenção,VEF-9H45
4077,Carro,24.82,2022-12-31,Novo,XWT-0D32
4078,Caminhonete,5.08,2021-06-26,Usado,KGV-1Y23
4079,Carreta,4.45,2015-07-22,Usado,TCA-4S50
4080,Van,16.34,2018-01-29,Usado,IJH-4K69
4081,Caminhão,20.89,2022-11-26,Novo,FFY-2O84
4082,Carreta,14.53,2019-05-22,Novo,MVA-1I74
4083,Caminhonete,17.85,2019-01-07,Usado,RML-7J10
4084,Caminhão,10.85,2019-04-14,Usado,BKC-3F23
4085,Caminhonete,27.58,2017-03-12,Novo,HUE-4F52
4086,Van,8.55,2015-09-29,Manutenção,ETP-0V58
4087,Caminhonete,7.81,2024-03-13,Usado,GCG-9O44
4088,Carreta,25.58,2023-07-21,Manutenção,ZNI-0W80
4089,Carreta,16.28,2023-02-27,Manutenção,CTF-7Z96
4090,Caminhão,17.62,2022-09-18,Manutenção,YXF-7L23
4091,Caminhão,29.45,2019-08-22,Novo,SLF-6S90
4092,Carreta,5.61,2023-05-05,Novo,CAA-3V37
4093,Caminhão,12.2,2014-12-15,Manutenção,UIH-3C95
4094,Caminhonete,7.31,2015-06-27,Manutenção,NKE-8L26
4095,Caminhão,27.34,2016-08-15,Manutenção,OAT-4W99
4096,Caminhão,1.79,2015-10-28,Novo,ZOM-4G98
4097,Carreta,2.6,2020-06-02,Manutenção,VAO-3O98
4098,Van,26.55,2019-07-11,Manutenção,DZF-3B02
4099,Carreta,21.64,2023-05-09,Manutenção,IBE-9S35
4100,Caminhonete,18.21,2016-12-05,Novo,ETY-0Q48
4101,Caminhão,5.54,2019-01-18,Manutenção,OPZ-0O83
4102,Carreta,6.36,2023-09-14,Manutenção,WKA-5I49
4103,Van,1.99,2020-11-25,Novo,NBH-9O27
4104,Carro,21.33,2024-01-24,Manutenção,MZF-2H93
4105,Van,9.82,2020-08-15,Novo,WKT-5I81
4106,Caminhonete,19.62,2016-08-08,Manutenção,INZ-6C38
4107,Caminhonete,9.83,2023-10-18,Manutenção,BYY-2L41
4108,Caminhonete,22.74,2021-04-25,Usado,BYQ-1K73
4109,Van,3.89,2022-01-27,Manutenção,HLE-2A26
4110,Carreta,13.14,2021-06-27,Manutenção,YRL-6W48
4111,Van,29.76,2019-05-22,Manutenção,KAW-2Z08
4112,Caminhonete,3.45,2019-09-09,Manutenção,OXP-2K20
4113,Carreta,16.98,2016-02-25,Usado,PKD-3N56
4114,Carro,17.83,2018-05-09,Manutenção,ANO-5J08
4115,Carro,20.76,2019-07-03,Usado,UJG-4L95
4116,Caminhonete,23.37,2021-12-11,Manutenção,QFD-9R82
4117,Van,27.15,2023-12-30,Usado,VMU-4I09
4118,Van,18.34,2021-10-24,Manutenção,HFN-2X90
4119,Caminhão,13.18,2020-02-18,Manutenção,NIU-9S81
4120,Caminhonete,9.76,2022-09-04,Novo,LYH-9T30
4121,Caminhonete,12.1,2023-10-01,Manutenção,FZB-3H44
4122,Carreta,19.49,2018-04-12,Usado,API-1M01
4123,Carreta,6.15,2021-04-10,Manutenção,RUY-2W57
4124,Carro,2.52,2015-07-15,Novo,PVI-8Y37
4125,Caminhonete,14.28,2015-10-01,Novo,NQX-2M80
4126,Van,25.3,2014-07-03,Usado,NMY-1P48
4127,Caminhão,10.49,2015-01-24,Novo,QYW-0K19
4128,Van,1.47,2018-09-13,Novo,WFO-6R80
4129,Carro,7.6,2017-11-09,Usado,ZWZ-4E68
4130,Carro,28.2,2018-08-09,Novo,GLB-3L06
4131,Carro,22.22,2015-08-30,Usado,ARV-1R94
4132,Van,9.35,2015-12-22,Usado,YNP-9Z43
4133,Carro,8.36,2018-10-11,Manutenção,ETF-7C08
4134,Caminhonete,24.19,2019-06-09,Novo,BDV-1N26
4135,Carreta,22.99,2015-07-30,Manutenção,DJP-6M48
4136,Carro,29.79,2020-01-24,Manutenção,XLL-4R08
4137,Van,4.5,2018-01-28,Usado,WJW-9C55
4138,Caminhonete,25.09,2017-07-07,Novo,PKC-4P53
4139,Carro,27.67,2022-08-12,Manutenção,FYZ-5U91
4140,Carreta,4.88,2016-12-19,Usado,KEG-0V56
4141,Van,26.57,2020-11-13,Manutenção,OZR-5U24
4142,Carreta,2.24,2015-10-02,Novo,TGB-7P15
4143,Van,10.2,2020-12-11,Manutenção,GCB-6Y27
4144,Carreta,15.39,2019-09-02,Novo,CUH-6R65
4145,Carreta,29.15,2020-03-04,Manutenção,TZZ-0N57
4146,Carro,9.83,2023-03-13,Usado,VDJ-6J79
4147,Van,1.14,2020-10-24,Novo,PQQ-5J09
4148,Caminhonete,1.96,2019-05-12,Usado,CYG-8H89
4149,Caminhonete,17.3,2023-11-17,Novo,YNF-7I83
4150,Carreta,22.12,2015-07-11,Novo,XJF-1A54
4151,Carro,8.22,2014-06-18,Usado,AIS-3S52
4152,Van,17.76,2014-10-09,Usado,ARA-1I69
4153,Caminhão,14.02,2018-11-10,Usado,TIK-2S44
4154,Van,10.68,2022-11-26,Novo,ZNN-1D85
4155,Caminhonete,6.75,2020-03-20,Usado,PIW-5Q92
4156,Van,14.44,2019-08-10,Usado,TOJ-5E75
4157,Van,4.67,2022-05-20,Novo,BAB-4C94
4158,Carreta,3.39,2019-11-05,Manutenção,XOY-7Z20
4159,Van,19.14,2020-07-04,Manutenção,RKF-4G17
4160,Carro,23.76,2019-03-23,Usado,GZV-4Z64
4161,Carreta,22.36,2015-07-12,Manutenção,AVO-6O89
4162,Carro,8.43,2017-09-04,Usado,TAO-7I43
4163,Carro,20.79,2022-01-18,Usado,QDT-7Z13
4164,Caminhão,8.29,2016-01-24,Novo,JOK-7U68
4165,Caminhonete,18.42,2024-04-23,Novo,SSX-7Q28
4166,Carreta,17.39,2015-03-20,Novo,MCM-9S88
4167,Caminhonete,3.48,2016-06-28,Manutenção,GLC-4M23
4168,Caminhão,5.34,2021-09-28,Usado,KAB-9E54
4169,Carreta,11.34,2014-07-29,Usado,RSY-7F67
4170,Carro,17.45,2020-09-16,Usado,CAS-2H15
4171,Caminhonete,7.67,2014-12-05,Manutenção,ZVN-5Q34
4172,Caminhonete,11.2,2019-07-03,Usado,DMQ-4D64
4173,Van,1.98,2020-06-17,Usado,FYF-0Q65
4174,Caminhonete,13.56,2022-09-03,Manutenção,IEL-6W06
4175,Carro,12.96,2017-10-06,Manutenção,PRQ-1E23
4176,Caminhonete,7.31,2015-05-27,Usado,WLJ-7N37
4177,Van,28.42,2022-05-19,Usado,VQO-5K78
4178,Caminhão,23.68,2022-09-05,Manutenção,IYE-6F53
4179,Carreta,27.65,2023-10-05,Manutenção,SAW-6C48
4180,Carreta,26.78,2016-03-04,Manutenção,JRR-9Y40
4181,Carreta,29.41,2015-08-25,Manutenção,AVJ-6D81
4182,Carreta,15.62,2021-12-01,Manutenção,LUN-5A12
4183,Van,11.88,2019-03-18,Manutenção,KRR-7J97
4184,Caminhonete,28.57,2021-12-12,Novo,NFH-8W61
4185,Caminhonete,19.81,2014-08-02,Manutenção,AHS-7U65
4186,Carro,25.38,2014-06-15,Usado,GMO-1U69
4187,Carro,29.62,2015-11-03,Manutenção,OXD-8S66
4188,Caminhão,23.59,2022-04-05,Usado,LWG-3L33
4189,Van,12.3,2019-12-23,Manutenção,KZN-7G22
4190,Van,4.21,2018-04-17,Novo,DPX-5J82
4191,Caminhão,16.53,2017-11-12,Usado,RYS-8X79
4192,Van,16.1,2020-10-14,Manutenção,NYU-2P40
4193,Carro,17.76,2020-07-26,Novo,RBQ-2I72
4194,Carreta,14.44,2020-03-03,Usado,CDV-4Q06
4195,Van,14.56,2023-08-06,Novo,JBR-1T67
4196,Carro,1.53,2021-04-13,Usado,MSW-0H96
4197,Carreta,20.78,2016-11-13,Novo,TNQ-9G93
4198,Caminhonete,14.53,2015-01-23,Usado,NRF-7Y03
4199,Van,1.66,2020-04-09,Manutenção,QIG-7J21
4200,Caminhonete,12.85,2019-08-24,Usado,TOS-2F08
4201,Caminhão,27.94,2020-02-07,Manutenção,MAY-9K47
4202,Caminhão,7.4,2014-12-12,Usado,FDS-5W99
4203,Caminhonete,14.48,2014-08-06,Manutenção,FEL-7M05
4204,Caminhão,27.5,2017-02-25,Usado,UDO-7E78
4205,Caminhão,6.03,2017-10-26,Usado,MWP-7O98
4206,Carro,14.89,2022-07-08,Novo,SHI-4P38
4207,Van,27.97,2017-07-09,Novo,TQB-5I55
4208,Caminhão,17.21,2020-08-13,Manutenção,PRD-9W92
4209,Van,3.26,2017-10-16,Usado,NRZ-7B99
4210,Caminhonete,19.72,2019-11-07,Usado,EBD-0J09
4211,Van,9.42,2015-10-27,Usado,QVI-3B19
4212,Carro,21.61,2021-10-02,Manutenção,MHI-9I91
4213,Caminhonete,6.43,2020-04-09,Manutenção,QWL-0Q68
4214,Caminhão,1.18,2019-04-09,Novo,UIN-5Z99
4215,Carreta,13.94,2021-02-07,Manutenção,AFH-6X33
4216,Carro,8.89,2019-10-02,Novo,TMX-8V85
4217,Caminhão,8.99,2019-09-28,Novo,LWO-8X01
4218,Caminhonete,13.71,2020-04-01,Novo,VJR-6X23
4219,Caminhão,13.35,2022-02-16,Manutenção,ARE-1G55
4220,Carreta,11.01,2024-05-06,Novo,UCR-8R83
4221,Carro,16.12,2023-09-06,Manutenção,JKJ-6U84
4222,Caminhonete,25.8,2022-06-09,Manutenção,YJL-5A61
4223,Caminhonete,7.62,2017-09-29,Manutenção,LBI-4Q57
4224,Van,11.6,2020-11-02,Usado,LER-6I44
4225,Van,22.75,2015-01-09,Manutenção,XNQ-4X82
4226,Caminhonete,3.89,2021-11-30,Usado,FQJ-5P26
4227,Caminhão,13.62,2023-08-19,Manutenção,ODV-3I87
4228,Carro,6.2,2018-11-26,Usado,IXV-5L59
4229,Carreta,18.75,2019-02-14,Usado,MJK-3X93
4230,Caminhonete,14.58,2014-07-27,Manutenção,ZST-8K91
4231,Van,27.67,2020-09-01,Usado,XDP-2A99
4232,Caminhão,11.95,2015-08-06,Usado,ZGD-5Q71
4233,Caminhão,6.69,2021-02-20,Usado,GJD-0M12
4234,Van,4.35,2022-08-04,Manutenção,RIY-1J27
4235,Caminhão,16.05,2015-03-16,Manutenção,CWP-4G80
4236,Caminhonete,17.59,2015-12-12,Manutenção,QNE-6J51
4237,Carro,27.97,2021-01-05,Novo,WMQ-8V66
4238,Caminhão,29.39,2020-10-15,Usado,LJV-7I79
4239,Caminhão,14.75,2023-02-11,Novo,DQR-6Y69
4240,Carro,5.15,2018-01-28,Manutenção,KZZ-3P02
4241,Carreta,12.04,2018-06-23,Usado,UHW-8T02
4242,Caminhonete,1.43,2024-01-12,Novo,NTV-9W75
4243,Caminhonete,24.05,2017-02-28,Novo,UEH-1D29
4244,Carreta,29.65,2015-05-11,Usado,VUG-3J50
4245,Carreta,19.58,2021-04-16,Usado,SPB-2P18
4246,Caminhão,3.6,2020-01-01,Manutenção,KAM-3B90
4247,Carro,9.79,2021-03-12,Manutenção,GWS-2V65
4248,Caminhonete,25.64,2019-08-16,Manutenção,BBZ-4F15
4249,Van,16.72,2016-08-30,Usado,GEY-9C63
4250,Caminhonete,9.35,2023-03-25,Manutenção,QRL-3Q91
4251,Carreta,2.8,2015-10-09,Manutenção,KLX-9F04
4252,Caminhão,1.03,2018-02-25,Novo,XLF-6Q03
4253,Caminhonete,11.23,2023-11-09,Novo,DRU-2J42
4254,Van,27.14,2016-12-18,Novo,CCS-7E93
4255,Van,11.86,2023-05-20,Novo,WAA-0E45
4256,Carreta,25.68,2020-11-15,Usado,RYN-1W13
4257,Van,7.48,2023-02-07,Novo,FGG-1K65
4258,Van,21.25,2023-06-30,Usado,MZJ-7N65
4259,Carro,8.85,2017-03-01,Novo,OTC-4L25
4260,Caminhão,10.77,2021-07-27,Novo,SGO-6C08
4261,Carreta,7.92,2019-03-20,Novo,IAC-7E93
4262,Caminhonete,6.92,2017-12-15,Novo,HUN-1I36
4263,Carreta,14.78,2020-06-23,Novo,XCK-0J51
4264,Carreta,7.46,2015-07-28,Usado,VYI-0O19
4265,Carro,6.78,2016-08-30,Manutenção,YZM-9P50
4266,Van,3.77,2016-01-29,Usado,GSD-4T81
4267,Carro,15.02,2018-03-17,Novo,IWQ-8G60
4268,Carro,23.95,2014-06-23,Novo,BWZ-5R27
4269,Carreta,8.22,2022-07-01,Manutenção,ANB-5J57
4270,Caminhão,18.79,2020-10-01,Novo,COP-3W79
4271,Carro,5.01,2022-07-03,Novo,DCF-4I35
4272,Caminhonete,24.18,2023-07-14,Usado,VNL-7D47
4273,Carro,15.48,2019-10-01,Usado,LRA-7F42
4274,Carro,25.85,2015-12-09,Manutenção,NXL-0K27
4275,Van,20.37,2020-05-28,Novo,HST-1N21
4276,Caminhão,23.74,2022-10-28,Novo,OXF-6A22
4277,Van,5.52,2022-05-01,Usado,HMM-2M14
4278,Carreta,18.76,2014-10-08,Manutenção,XAL-0R46
4279,Van,13.28,2014-07-14,Novo,JDS-7V87
4280,Carro,3.84,2022-01-18,Novo,CEY-7F69
4281,Carreta,13.35,2014-07-25,Usado,NOS-8G70
4282,Carro,21.11,2022-05-16,Novo,ZKN-8X00
4283,Carro,12.53,2019-01-06,Manutenção,LUN-1I51
4284,Carreta,15.57,2022-10-10,Manutenção,CMP-9I74
4285,Caminhão,16.99,2016-04-18,Usado,JBI-4Z44
4286,Caminhonete,22.61,2015-07-21,Manutenção,GRV-3K03
4287,Caminhão,5.18,2015-06-08,Usado,CYQ-6Y36
4288,Carro,9.84,2016-06-24,Usado,TDV-4I62
4289,Caminhão,26.25,2022-05-11,Manutenção,KHT-9H99
4290,Caminhonete,7.38,2024-02-16,Manutenção,QWE-8G48
4291,Van,3.64,2015-11-13,Manutenção,KFS-2P45
4292,Carro,11.43,2018-06-07,Manutenção,OFT-6N65
4293,Caminhonete,9.29,2020-04-03,Novo,EFQ-9T39
4294,Carreta,29.78,2020-01-05,Manutenção,HJH-2C09
4295,Caminhão,11.25,2020-04-04,Manutenção,ZUP-8R85
4296,Caminhão,17.14,2021-02-18,Manutenção,VNT-9Q79
4297,Carreta,26.39,2018-03-02,Usado,TXP-3G83
4298,Carro,3.41,2022-05-30,Novo,QUY-2P76
4299,Van,28.47,2022-09-24,Manutenção,XCU-5C80
4300,Caminhonete,19.87,2020-08-21,Novo,BCM-3X53
4301,Caminhonete,25.03,2020-01-08,Novo,SCM-5O35
4302,Van,23.93,2016-10-20,Manutenção,ZQI-7X08
4303,Van,24.03,2023-02-11,Manutenção,FHQ-8Y17
4304,Caminhão,14.48,2017-04-16,Novo,HEI-2I99
4305,Caminhonete,19.18,2022-01-24,Usado,OBB-7Z87
4306,Carreta,6.53,2016-02-29,Usado,NYL-8F29
4307,Carreta,24.87,2021-04-10,Manutenção,HZA-6C04
4308,Caminhão,3.47,2021-04-22,Novo,DIS-8B58
4309,Carro,24.32,2020-02-27,Usado,NVP-1M50
4310,Carreta,28.05,2015-01-29,Manutenção,YUF-0F45
4311,Caminhão,25.42,2023-02-19,Usado,FKJ-5Z43
4312,Carro,16.46,2020-09-05,Novo,KHA-1U06
4313,Caminhonete,27.97,2016-09-20,Usado,DNF-8K41
4314,Carreta,2.94,2017-08-11,Novo,WDZ-2J09
4315,Van,21.79,2022-08-28,Manutenção,YOX-0E51
4316,Carro,18.28,2024-04-17,Novo,CJW-9P41
4317,Carreta,9.27,2022-04-30,Manutenção,ZSH-1G74
4318,Caminhão,2.99,2022-01-08,Usado,UTK-7F45
4319,Caminhonete,8.52,2017-03-10,Manutenção,XHU-8V68
4320,Carro,2.02,2015-05-11,Usado,DCP-1J50
4321,Carro,19.63,2017-02-23,Usado,GBY-5C87
4322,Caminhão,9.81,2023-06-21,Manutenção,JZP-2L67
4323,Caminhão,20.95,2018-02-18,Manutenção,PRX-9T89
4324,Carreta,25.07,2017-03-09,Novo,QWO-5Y35
4325,Carreta,27.55,2021-06-11,Usado,LZZ-7E10
4326,Caminhão,15.25,2021-05-04,Novo,INW-6N00
4327,Caminhonete,12.84,2016-10-26,Usado,WID-9V08
4328,Van,4.51,2018-10-22,Usado,YCX-7W61
4329,Caminhão,21.16,2023-01-27,Manutenção,MAV-1S22
4330,Carreta,24.88,2021-04-09,Novo,QZW-6O74
4331,Carreta,23.54,2014-10-22,Manutenção,NHQ-1O57
4332,Van,3.47,2023-12-27,Novo,EBV-7R28
4333,Carreta,14.78,2020-02-06,Novo,ZTB-3O70
4334,Carro,15.96,2020-10-28,Manutenção,THK-1Y22
4335,Caminhão,5.59,2022-09-16,Novo,FLP-6H31
4336,Caminhão,27.23,2023-11-03,Usado,VJL-2R60
4337,Carreta,4.92,2014-06-09,Manutenção,RUP-8O90
4338,Carro,8.67,2018-12-18,Usado,HCQ-4G26
4339,Van,2.03,2014-10-16,Usado,BMF-0O63
4340,Van,25.22,2017-01-18,Novo,WDO-8J09
4341,Caminhonete,3.18,2021-02-19,Novo,XLF-4L28
4342,Van,7.91,2024-03-18,Novo,QBN-4N04
4343,Carro,26.58,2016-10-23,Manutenção,TCD-2X59
4344,Caminhão,5.19,2016-06-18,Usado,ZOH-1V11
4345,Van,16.4,2016-07-05,Novo,MHI-3V90
4346,Carro,10.18,2015-05-12,Manutenção,FRA-7M10
4347,Carreta,10.08,2017-08-16,Manutenção,KMC-3W01
4348,Caminhonete,18.99,2014-11-23,Novo,HHH-6E17
4349,Carro,23.0,2023-06-18,Manutenção,MGK-3I41
4350,Carro,24.45,2023-01-28,Manutenção,JLT-2Q20
4351,Carro,27.11,2024-03-30,Novo,EZT-4D10
4352,Caminhão,24.23,2020-11-28,Novo,POX-4U37
4353,Carreta,21.61,2019-07-18,Usado,AUD-2N27
4354,Carreta,24.52,2017-03-04,Novo,MTU-7R18
4355,Carreta,20.51,2014-07-23,Manutenção,QSI-6A47
4356,Carreta,2.1,2014-07-31,Manutenção,YQA-6I09
4357,Carro,26.21,2021-08-11,Novo,POZ-1P64
4358,Caminhonete,6.69,2022-12-13,Novo,GPU-8B28
4359,Caminhão,26.61,2021-02-20,Usado,YYG-4F41
4360,Van,11.26,2020-12-01,Manutenção,AYM-2T89
4361,Carreta,18.31,2017-04-30,Novo,WUA-2W33
4362,Van,2.22,2015-10-22,Manutenção,SQZ-7T52
4363,Carro,8.13,2014-12-09,Manutenção,WAP-6Y32
4364,Carro,16.54,2020-01-08,Usado,GPO-1G81
4365,Carro,18.87,2023-10-11,Usado,AID-7L87
4366,Carro,14.05,2014-09-04,Manutenção,PZO-2F78
4367,Van,1.67,2024-02-06,Usado,MXT-1D36
4368,Caminhonete,9.63,2016-06-06,Novo,FLP-8F96
4369,Carreta,7.66,2023-02-09,Usado,SNO-3J67
4370,Carreta,29.76,2021-12-22,Usado,NYK-1I22
4371,Caminhonete,2.64,2017-10-03,Manutenção,ODF-0V61
4372,Carreta,10.79,2016-08-10,Manutenção,LXN-1H51
4373,Caminhonete,12.18,2015-09-16,Novo,BEZ-3X98
4374,Carro,6.74,2024-02-05,Usado,MAF-1Z36
4375,Van,20.11,2018-12-28,Usado,BQA-6X50
4376,Carro,20.83,2018-01-24,Manutenção,GBE-2L05
4377,Caminhonete,4.53,2017-01-11,Usado,GVV-9V38
4378,Carro,24.37,2023-10-10,Manutenção,FTH-0G85
4379,Caminhonete,12.24,2020-03-03,Manutenção,DRB-3Y82
4380,Carreta,10.3,2015-10-12,Manutenção,ILL-4H29
4381,Caminhão,15.61,2024-03-03,Novo,SRC-8H17
4382,Carreta,7.37,2018-04-28,Usado,JNB-6X26
4383,Caminhão,10.32,2022-07-21,Novo,MAN-5C82
4384,Carro,18.33,2016-02-14,Manutenção,BBO-2C09
4385,Van,12.51,2020-05-04,Novo,YBS-2Q91
4386,Caminhão,23.71,2020-12-25,Novo,MSF-3V05
4387,Caminhonete,13.01,2017-01-16,Manutenção,LOW-8P33
4388,Caminhão,13.21,2015-03-30,Usado,CGB-9H19
4389,Caminhão,16.43,2015-07-06,Manutenção,CGF-7N80
4390,Carro,27.81,2018-12-08,Manutenção,DRE-1W83
4391,Caminhonete,7.14,2014-11-24,Manutenção,BTO-3P02
4392,Van,5.62,2021-10-11,Manutenção,VFF-5G23
4393,Caminhão,4.61,2024-02-09,Manutenção,OCY-2A05
4394,Caminhão,27.09,2015-06-26,Novo,RHG-2F93
4395,Van,29.78,2022-05-17,Manutenção,SXS-0P00
4396,Van,23.32,2014-09-02,Novo,NFQ-8J28
4397,Caminhonete,3.7,2024-05-13,Manutenção,FGM-4N32
4398,Caminhão,26.75,2017-09-24,Manutenção,XWJ-9G32
4399,Carreta,17.36,2017-01-07,Manutenção,TUN-2W06
4400,Carreta,10.79,2018-10-16,Manutenção,USZ-0P54
4401,Van,12.82,2018-02-07,Usado,HEV-8L31
4402,Carro,27.7,2018-11-18,Usado,OTC-6I68
4403,Carro,26.41,2023-11-17,Novo,CHY-4H11
4404,Van,12.17,2014-10-17,Novo,KHQ-1U87
4405,Carreta,6.86,2019-01-12,Manutenção,OCO-0R59
4406,Van,17.78,2017-10-10,Manutenção,NJM-3L47
4407,Van,20.39,2021-04-04,Usado,QRN-2T17
4408,Van,13.32,2023-03-01,Manutenção,YDB-6T45
4409,Carreta,29.21,2020-10-12,Manutenção,AFZ-2W88
4410,Carro,29.47,2021-08-08,Usado,ZMQ-9O04
4411,Carro,3.24,2023-07-31,Manutenção,ZWM-5F87
4412,Caminhão,15.03,2014-10-19,Manutenção,FEC-1G08
4413,Van,2.48,2017-01-09,Novo,OII-4F95
4414,Caminhonete,22.09,2022-10-24,Manutenção,JSS-7Y02
4415,Carreta,24.48,2016-01-20,Manutenção,GTG-9D62
4416,Caminhonete,4.18,2023-03-17,Novo,DNF-0X80
4417,Caminhão,22.39,2018-01-01,Usado,CHY-2O25
4418,Carro,16.08,2016-10-12,Usado,ABY-8S45
4419,Carro,14.86,2021-02-22,Usado,LAI-5A89
4420,Van,22.67,2018-01-31,Manutenção,PFC-9Z79
4421,Caminhão,28.53,2017-06-12,Novo,ITF-2X92
4422,Caminhonete,3.08,2024-03-23,Usado,IMR-2U27
4423,Van,29.37,2021-03-30,Usado,GHF-9L62
4424,Caminhonete,23.81,2016-08-23,Usado,ZIR-8A78
4425,Caminhão,1.07,2022-05-25,Manutenção,XGW-1O85
4426,Caminhão,28.38,2014-06-09,Novo,NCQ-9I22
4427,Caminhão,28.51,2020-04-10,Novo,GLE-9L20
4428,Van,22.83,2021-11-13,Usado,CIY-6K70
4429,Caminhão,12.78,2016-02-10,Usado,SNT-9Q03
4430,Caminhonete,27.58,2014-06-11,Manutenção,RLH-6M08
4431,Carreta,14.9,2024-03-09,Usado,VXZ-6N82
4432,Caminhão,24.36,2023-04-06,Novo,LJH-5F43
4433,Caminhão,15.94,2017-01-09,Novo,LAB-2S89
4434,Caminhão,1.2,2020-12-12,Usado,TUB-3S83
4435,Carreta,23.26,2017-07-18,Novo,YXI-8J35
4436,Caminhonete,21.73,2019-01-25,Novo,ZPL-3I80
4437,Caminhonete,6.36,2023-09-01,Usado,TEP-2T64
4438,Caminhonete,22.98,2017-11-24,Novo,KIY-2Y22
4439,Van,3.59,2020-06-22,Novo,XJO-8F67
4440,Caminhonete,24.02,2023-12-27,Novo,MJQ-1E72
4441,Caminhonete,12.98,2017-07-14,Usado,FRH-9C23
4442,Caminhão,17.51,2017-05-25,Usado,MKO-8J46
4443,Van,13.68,2015-12-19,Novo,XIT-9A46
4444,Carro,15.55,2014-07-07,Manutenção,PPD-2E98
4445,Carreta,16.37,2017-12-09,Manutenção,SPS-0G78
4446,Carro,29.48,2021-06-20,Manutenção,PQH-2U01
4447,Carro,8.09,2018-09-19,Novo,FMM-9O15
4448,Caminhonete,4.42,2015-10-09,Usado,YCA-1J44
4449,Van,28.8,2017-03-26,Manutenção,GZV-5I92
4450,Caminhonete,20.02,2022-06-01,Novo,CLD-4O25
4451,Caminhão,4.38,2024-05-21,Novo,VAQ-7X38
4452,Caminhonete,3.18,2016-07-14,Novo,YDA-2C89
4453,Van,7.51,2014-06-15,Manutenção,OOQ-0P33
4454,Van,8.49,2017-03-22,Manutenção,YBR-6E22
4455,Van,6.0,2016-11-03,Usado,SQB-5R48
4456,Caminhonete,11.67,2016-06-08,Novo,WBX-9Q76
4457,Caminhonete,11.54,2017-11-01,Novo,SEZ-4O23
4458,Carro,26.07,2021-11-09,Manutenção,QZV-3I44
4459,Carreta,1.49,2017-08-30,Manutenção,YEP-8F25
4460,Carreta,10.38,2017-08-27,Usado,XGC-4D61
4461,Caminhão,20.88,2021-04-12,Novo,RJD-2M44
4462,Carreta,2.46,2015-09-14,Usado,TSV-1E22
4463,Carro,17.34,2017-12-18,Usado,UUN-8I99
4464,Van,20.54,2014-09-10,Novo,ZNE-1X47
4465,Van,27.32,2015-10-21,Usado,VXP-1P87
4466,Carreta,25.82,2017-11-20,Novo,ZPX-5P92
