AgendamentoID,DataHoraColeta,DataHoraEntrega,MotoristaID,VeiculoID,CargaID
5606,2023-12-13 18:27:14.401730,2023-12-14 20:27:14.401730,7916,4459,4932
5607,2024-04-04 02:15:48.772437,2024-04-06 11:15:48.772437,7497,1245,5844
5608,2024-02-21 13:23:55.845161,2024-02-22 07:23:55.845161,886,3944,7495
5609,2024-05-24 23:04:11.723111,2024-05-27 22:04:11.723111,138,5944,5137
5610,2024-01-11 13:17:12.706945,2024-01-12 11:17:12.706945,6825,9148,77
5611,2023-12-09 16:18:39.888951,2023-12-11 05:18:39.888951,1778,8405,9726
5612,2024-01-31 04:42:12.811054,2024-02-02 07:42:12.811054,1672,7981,4717
5613,2024-03-13 12:30:50.119647,2024-03-14 17:30:50.119647,6551,1925,8146
5614,2023-09-03 06:00:26.602463,2023-09-03 15:00:26.602463,7349,3059,3429
5615,2023-09-30 22:50:30.182727,2023-10-02 02:50:30.182727,1774,5294,5471
5616,2023-12-22 17:22:06.055496,2023-12-23 02:22:06.055496,8110,341,3902
5617,2024-02-29 09:49:05.669519,2024-03-03 09:49:05.669519,6584,6806,5338
5618,2024-03-28 00:04:13.129031,2024-03-28 02:04:13.129031,7700,1721,1849
5619,2023-06-20 08:17:54.312851,2023-06-21 00:17:54.312851,4497,2522,6645
5620,2023-08-12 06:48:01.558438,2023-08-12 14:48:01.558438,5761,262,2010
5621,2023-12-19 06:12:23.871170,2023-12-21 04:12:23.871170,2142,415,5763
5622,2023-10-07 12:40:10.938735,2023-10-09 15:40:10.938735,5721,6823,1525
5623,2024-01-07 22:17:45.995071,2024-01-08 03:17:45.995071,3408,4025,4600
5624,2023-07-15 09:46:45.548659,2023-07-16 12:46:45.548659,7109,1451,8138
5625,2024-04-17 14:09:31.435096,2024-04-17 17:09:31.435096,3917,4948,3751
5626,2024-05-24 07:45:58.449656,2024-05-25 11:45:58.449656,4733,5213,7720
5627,2023-11-02 16:36:18.143971,2023-11-02 21:36:18.143971,1269,8808,8150
5628,2024-04-11 23:27:32.022007,2024-04-14 22:27:32.022007,8303,2513,4945
5629,2024-01-08 21:11:08.122831,2024-01-09 17:11:08.122831,6452,9587,6044
5630,2023-12-31 12:20:13.098086,2024-01-01 14:20:13.098086,9388,2919,327
5631,2023-08-30 11:31:53.810571,2023-08-30 21:31:53.810571,8305,1094,38
5632,2023-09-03 03:58:00.536625,2023-09-04 04:58:00.536625,5822,7344,9446
5633,2023-12-25 23:34:25.477497,2023-12-27 13:34:25.477497,3283,4907,2677
5634,2024-02-09 09:11:03.516105,2024-02-11 13:11:03.516105,5411,9821,5920
5635,2023-07-09 05:42:37.818039,2023-07-09 13:42:37.818039,8653,9861,1828
5636,2023-11-24 02:13:12.644991,2023-11-26 18:13:12.644991,6521,6202,4278
5637,2024-01-31 02:33:45.415905,2024-01-31 09:33:45.415905,1297,2309,6452
5638,2023-10-15 01:23:34.108794,2023-10-17 22:23:34.108794,8083,3322,2402
5639,2023-08-21 05:18:22.621933,2023-08-23 06:18:22.621933,2938,6289,3181
5640,2023-10-20 13:39:33.459351,2023-10-22 23:39:33.459351,6558,4779,2230
5641,2023-11-09 16:01:44.228114,2023-11-12 15:01:44.228114,5287,5359,2009
5642,2023-08-03 12:11:09.865291,2023-08-04 18:11:09.865291,4522,8929,1670
5643,2023-12-27 00:02:42.820745,2023-12-29 14:02:42.820745,6163,3481,6920
5644,2023-12-22 18:29:21.347581,2023-12-23 22:29:21.347581,6026,340,673
5645,2024-05-21 17:09:57.241387,2024-05-21 19:09:57.241387,8312,7843,6981
5646,2023-08-03 12:30:24.772625,2023-08-06 12:30:24.772625,689,2964,7048
5647,2023-11-08 07:43:54.940561,2023-11-08 12:43:54.940561,4347,4181,8892
5648,2023-11-10 15:41:38.054147,2023-11-11 21:41:38.054147,6207,1590,2599
5649,2023-08-30 18:56:40.244339,2023-09-01 14:56:40.244339,9248,9408,3200
5650,2023-10-22 09:07:05.019721,2023-10-23 19:07:05.019721,7440,9310,3251
5651,2024-03-22 17:49:47.056419,2024-03-24 10:49:47.056419,2850,8319,2935
5652,2024-04-18 11:19:23.834514,2024-04-20 12:19:23.834514,6161,8732,6613
5653,2023-09-01 16:16:52.316777,2023-09-01 23:16:52.316777,3491,7869,8915
5654,2024-02-03 09:31:16.631339,2024-02-04 16:31:16.631339,9350,7711,9194
5655,2024-03-13 18:10:54.144519,2024-03-15 06:10:54.144519,171,7864,464
5656,2023-11-17 00:44:17.750409,2023-11-17 18:44:17.750409,8821,4687,7927
5657,2023-06-22 23:56:46.309262,2023-06-24 08:56:46.309262,9738,1828,2348
5658,2024-05-26 04:01:10.458069,2024-05-26 19:01:10.458069,7286,7222,4127
5659,2023-12-03 02:44:00.196781,2023-12-05 05:44:00.196781,9125,6492,2910
5660,2024-03-26 04:37:43.857735,2024-03-26 09:37:43.857735,6462,4634,3098
5661,2023-08-03 19:17:10.428052,2023-08-06 07:17:10.428052,3588,5009,9025
5662,2023-08-28 09:55:33.324217,2023-08-30 22:55:33.324217,1308,8727,3622
5663,2023-11-08 17:44:59.069270,2023-11-09 22:44:59.069270,813,8758,531
5664,2024-02-14 09:38:47.608231,2024-02-15 20:38:47.608231,7467,3430,8265
5665,2023-06-15 22:54:01.699528,2023-06-18 20:54:01.699528,4208,142,5794
5666,2024-03-12 13:41:24.233261,2024-03-13 00:41:24.233261,7860,9542,6360
5667,2023-07-06 22:20:24.013209,2023-07-07 20:20:24.013209,7782,1988,3752
5668,2024-04-25 10:59:03.949365,2024-04-27 09:59:03.949365,3811,5881,5932
5669,2024-03-23 14:25:26.558681,2024-03-25 22:25:26.558681,8141,77,9505
5670,2023-08-04 15:22:47.066824,2023-08-05 18:22:47.066824,5279,4578,4279
5671,2024-02-12 22:22:11.092657,2024-02-14 00:22:11.092657,190,986,4539
5672,2024-03-18 10:57:00.172870,2024-03-21 03:57:00.172870,885,8914,8813
5673,2023-11-24 07:40:16.881450,2023-11-24 09:40:16.881450,6258,3277,912
5674,2024-03-15 14:59:44.684762,2024-03-18 01:59:44.684762,7658,9915,7239
5675,2024-01-20 21:38:43.047894,2024-01-23 14:38:43.047894,7739,1551,7227
5676,2023-10-02 19:10:22.276631,2023-10-05 10:10:22.276631,3220,4290,8455
5677,2023-10-26 11:18:15.682863,2023-10-28 20:18:15.682863,8988,290,1332
5678,2023-11-09 08:56:19.668632,2023-11-11 18:56:19.668632,7113,4914,6144
5679,2024-03-12 06:55:28.772107,2024-03-14 10:55:28.772107,2055,5729,3593
5680,2024-05-30 14:28:12.064317,2024-05-31 09:28:12.064317,8131,120,1790
5681,2023-12-10 23:16:45.948757,2023-12-12 14:16:45.948757,2122,1515,1961
5682,2024-03-22 13:04:34.619979,2024-03-23 14:04:34.619979,7213,7359,7801
5683,2023-11-29 19:32:48.196831,2023-12-02 03:32:48.196831,4579,7587,4683
5684,2023-10-04 09:09:32.698043,2023-10-04 20:09:32.698043,7166,5378,8692
5685,2023-10-07 05:35:00.473763,2023-10-07 15:35:00.473763,2634,7801,1630
5686,2023-07-03 10:38:52.346676,2023-07-05 09:38:52.346676,7908,1303,1197
5687,2024-01-04 15:30:26.208129,2024-01-06 13:30:26.208129,4169,9309,8598
5688,2023-11-23 17:48:42.075672,2023-11-26 05:48:42.075672,6043,7072,6474
5689,2023-06-09 14:34:30.963351,2023-06-10 23:34:30.963351,1254,1670,4482
5690,2024-05-02 09:59:20.864270,2024-05-03 04:59:20.864270,4013,964,1215
5691,2023-11-06 19:18:41.906804,2023-11-09 09:18:41.906804,2410,3440,3972
5692,2024-05-20 22:24:12.625885,2024-05-23 16:24:12.625885,7950,3982,8159
5693,2024-02-03 13:36:08.859234,2024-02-05 16:36:08.859234,6746,1511,3243
5694,2023-10-12 03:55:18.438326,2023-10-14 11:55:18.438326,2487,3658,3681
5695,2023-12-03 11:41:11.754970,2023-12-04 10:41:11.754970,7858,1298,8916
5696,2023-10-08 15:02:02.315289,2023-10-10 08:02:02.315289,3318,1648,8458
5697,2023-06-14 23:35:28.873970,2023-06-15 20:35:28.873970,8611,144,759
5698,2023-09-13 09:17:17.670735,2023-09-15 23:17:17.670735,8058,1718,561
5699,2023-12-10 15:16:22.437106,2023-12-12 04:16:22.437106,5386,1389,2785
5700,2024-01-14 09:59:59.292530,2024-01-14 14:59:59.292530,1442,3479,1256
5701,2024-04-29 16:31:51.018365,2024-05-02 10:31:51.018365,3016,3413,6329
5702,2024-04-07 19:33:36.979897,2024-04-09 13:33:36.979897,5009,726,3513
5703,2024-05-16 18:21:05.909458,2024-05-18 18:21:05.909458,4401,2706,4894
5704,2024-03-06 14:36:43.361095,2024-03-08 13:36:43.361095,2685,4745,5671
5705,2024-05-11 00:08:29.186047,2024-05-13 23:08:29.186047,3260,7833,7106
5706,2023-10-24 18:51:06.102117,2023-10-27 04:51:06.102117,2195,8162,2291
5707,2023-09-29 15:50:05.883506,2023-09-29 19:50:05.883506,4113,9114,848
5708,2023-07-14 04:00:25.990790,2023-07-14 23:00:25.990790,2334,7956,1892
5709,2023-08-10 21:07:04.238028,2023-08-12 13:07:04.238028,6476,9312,9014
5710,2023-08-30 19:27:42.168851,2023-09-02 18:27:42.168851,8935,324,3690
5711,2023-06-18 17:05:41.667824,2023-06-18 20:05:41.667824,8958,8228,6225
5712,2023-11-16 18:21:57.135950,2023-11-18 17:21:57.135950,4353,301,2657
5713,2023-12-04 15:44:49.933365,2023-12-06 08:44:49.933365,8949,786,1797
5714,2024-05-12 00:01:40.145068,2024-05-14 07:01:40.145068,9070,6061,7518
5715,2024-04-12 06:39:50.789101,2024-04-15 02:39:50.789101,712,3588,6218
5716,2023-12-19 16:38:07.377849,2023-12-22 14:38:07.377849,2492,8549,2241
5717,2023-12-19 16:44:42.120290,2023-12-22 13:44:42.120290,8127,9620,7410
5718,2024-05-11 01:19:25.333399,2024-05-13 22:19:25.333399,1060,8922,1107
5719,2024-03-27 18:48:34.013823,2024-03-29 06:48:34.013823,94,2164,9521
5720,2023-08-22 18:13:11.230542,2023-08-24 16:13:11.230542,3294,2906,1087
5721,2024-01-19 07:41:17.323228,2024-01-19 22:41:17.323228,4912,3033,4327
5722,2024-02-03 06:00:25.779403,2024-02-03 13:00:25.779403,8963,417,7130
5723,2024-04-28 03:28:44.891623,2024-04-29 06:28:44.891623,7333,7410,7563
5724,2023-07-23 11:27:57.787797,2023-07-25 05:27:57.787797,7099,6608,2362
5725,2024-05-14 23:04:43.891486,2024-05-15 02:04:43.891486,5853,9157,5091
5726,2024-05-12 07:57:12.611068,2024-05-12 19:57:12.611068,2609,1146,3416
5727,2024-04-06 10:06:00.369587,2024-04-06 21:06:00.369587,8670,5398,6217
5728,2024-04-18 11:39:17.092821,2024-04-19 04:39:17.092821,9518,6205,7704
5729,2023-07-28 23:40:14.726643,2023-07-31 14:40:14.726643,5663,3546,1492
5730,2024-02-28 18:25:28.000186,2024-03-01 18:25:28.000186,9784,8768,9912
5731,2024-02-27 06:47:02.033485,2024-02-27 20:47:02.033485,5482,2389,377
5732,2023-11-21 03:48:47.250008,2023-11-22 15:48:47.250008,1041,899,6739
5733,2023-08-02 23:20:36.663517,2023-08-05 13:20:36.663517,6676,633,6313
5734,2023-09-07 05:24:59.406337,2023-09-08 22:24:59.406337,4838,4285,4744
5735,2024-02-04 13:47:44.795448,2024-02-04 21:47:44.795448,8987,1239,3623
5736,2023-12-12 08:20:50.038881,2023-12-15 08:20:50.038881,2617,7741,1568
5737,2023-11-27 21:48:07.326245,2023-11-29 18:48:07.326245,4255,9522,3378
5738,2023-12-30 20:18:24.991898,2023-12-31 01:18:24.991898,6860,5689,8167
5739,2024-02-13 10:45:53.151810,2024-02-13 19:45:53.151810,1245,2880,4138
5740,2024-04-29 10:57:36.651965,2024-04-30 09:57:36.651965,5799,7723,1543
5741,2023-12-26 20:42:33.597648,2023-12-28 20:42:33.597648,3091,9826,3600
5742,2023-09-18 04:08:52.827246,2023-09-20 11:08:52.827246,203,8886,3336
5743,2023-09-07 23:36:32.656343,2023-09-08 23:36:32.656343,5851,6476,7789
5744,2023-08-11 11:44:43.673272,2023-08-13 05:44:43.673272,6089,3543,8234
5745,2024-03-13 07:43:44.629551,2024-03-14 18:43:44.629551,9537,8847,3874
5746,2024-04-06 10:13:12.485477,2024-04-08 01:13:12.485477,1049,4127,1811
5747,2024-05-12 11:40:30.625630,2024-05-13 09:40:30.625630,1673,9513,3568
5748,2024-01-21 01:52:58.055216,2024-01-22 03:52:58.055216,1796,9353,5745
5749,2023-06-15 23:31:02.249742,2023-06-16 17:31:02.249742,8206,3389,3936
5750,2023-11-16 14:33:28.404983,2023-11-18 16:33:28.404983,9300,9953,4559
5751,2023-10-01 11:48:32.139792,2023-10-02 10:48:32.139792,1380,5745,1031
5752,2023-07-24 04:14:08.765580,2023-07-27 02:14:08.765580,5902,4514,9794
5753,2024-02-16 01:12:36.082768,2024-02-17 21:12:36.082768,8383,5751,1483
5754,2023-07-11 13:37:57.097085,2023-07-13 23:37:57.097085,6485,8082,787
5755,2023-10-23 01:16:08.494178,2023-10-23 23:16:08.494178,8706,7404,8414
5756,2023-07-31 03:59:15.084595,2023-08-02 00:59:15.084595,4312,7981,4182
5757,2023-07-23 05:21:09.005469,2023-07-25 12:21:09.005469,2745,7016,3185
5758,2023-06-09 23:28:50.520405,2023-06-12 16:28:50.520405,6191,3711,3558
5759,2023-06-29 16:03:45.462515,2023-07-02 01:03:45.462515,2317,4097,472
5760,2024-05-04 03:49:16.385380,2024-05-07 03:49:16.385380,1012,1445,5289
5761,2023-06-20 11:30:51.821317,2023-06-21 23:30:51.821317,4923,1787,436
5762,2024-03-15 16:13:05.538635,2024-03-16 06:13:05.538635,312,3523,1464
5763,2024-01-16 03:49:16.896791,2024-01-16 06:49:16.896791,5960,3879,3255
5764,2024-04-06 04:40:22.018805,2024-04-07 13:40:22.018805,4173,1940,4126
5765,2024-03-05 21:58:00.058443,2024-03-06 15:58:00.058443,6507,175,7909
5766,2023-12-03 19:51:45.067991,2023-12-04 10:51:45.067991,8663,9541,6531
5767,2023-08-23 22:28:57.241407,2023-08-26 10:28:57.241407,4693,7322,7542
5768,2023-12-20 08:16:15.555496,2023-12-23 07:16:15.555496,9878,5967,946
5769,2024-03-04 12:12:00.186825,2024-03-07 11:12:00.186825,5199,4683,9822
5770,2023-10-28 08:07:06.400297,2023-10-29 18:07:06.400297,9043,9061,7448
5771,2023-12-04 10:09:09.970422,2023-12-06 08:09:09.970422,4620,9322,615
5772,2024-06-05 21:31:14.188384,2024-06-06 08:31:14.188384,9134,8892,2144
5773,2024-02-25 11:54:26.931726,2024-02-28 10:54:26.931726,9744,9055,3623
5774,2023-08-31 14:46:07.887969,2023-09-03 03:46:07.887969,3769,2253,5009
5775,2023-09-19 02:06:18.607554,2023-09-19 13:06:18.607554,2433,1524,6400
5776,2024-04-02 20:22:14.200253,2024-04-04 12:22:14.200253,9770,925,1890
5777,2023-09-06 19:01:22.756655,2023-09-09 01:01:22.756655,6428,8629,8922
5778,2023-09-15 05:35:05.767683,2023-09-18 03:35:05.767683,249,3238,6972
5779,2023-09-23 22:21:29.988509,2023-09-25 19:21:29.988509,3395,258,2858
5780,2023-11-15 01:58:17.339878,2023-11-15 15:58:17.339878,242,4775,4035
5781,2023-06-15 15:03:06.692721,2023-06-18 05:03:06.692721,2485,3789,5874
5782,2024-04-08 09:45:29.016997,2024-04-08 15:45:29.016997,1432,3678,329
5783,2024-01-10 12:52:52.641019,2024-01-10 13:52:52.641019,9802,1184,9650
5784,2023-12-18 21:56:44.369284,2023-12-21 14:56:44.369284,2381,8341,9452
5785,2023-12-07 08:51:05.838406,2023-12-07 18:51:05.838406,5234,7533,2910
5786,2024-03-28 05:26:27.461375,2024-03-30 01:26:27.461375,3295,6109,274
5787,2023-11-19 02:19:44.477800,2023-11-20 15:19:44.477800,3180,5741,4876
5788,2024-04-15 01:50:00.398165,2024-04-15 20:50:00.398165,6046,5094,332
5789,2023-08-29 16:20:38.227429,2023-08-30 21:20:38.227429,5343,345,8335
5790,2024-04-18 23:59:42.175763,2024-04-20 03:59:42.175763,4113,4078,9534
5791,2024-06-06 22:14:17.945455,2024-06-07 23:14:17.945455,9976,6319,7959
5792,2024-05-22 05:50:39.960487,2024-05-22 11:50:39.960487,8199,5557,8440
5793,2024-03-31 04:32:37.120632,2024-04-03 02:32:37.120632,2563,4065,8778
5794,2023-10-13 16:38:19.629029,2023-10-15 00:38:19.629029,4315,1711,3453
5795,2024-01-10 13:19:28.407001,2024-01-10 22:19:28.407001,1659,8924,7803
5796,2024-05-06 05:34:57.509935,2024-05-07 06:34:57.509935,5461,7474,7760
5797,2024-03-15 19:42:11.845958,2024-03-17 18:42:11.845958,8705,9864,1629
5798,2023-07-02 19:29:28.911532,2023-07-05 14:29:28.911532,3001,1806,4469
5799,2023-12-09 01:09:28.959645,2023-12-10 21:09:28.959645,8064,9627,5148
5800,2024-05-14 22:32:44.948807,2024-05-16 09:32:44.948807,4384,3754,5979
5801,2023-11-17 19:51:27.766294,2023-11-20 07:51:27.766294,4244,9434,1471
5802,2023-10-30 17:29:23.111954,2023-11-01 17:29:23.111954,2010,751,3530
5803,2023-12-04 01:20:55.985758,2023-12-06 14:20:55.985758,6089,3662,7570
5804,2023-10-31 00:43:31.748078,2023-11-02 09:43:31.748078,1356,630,5289
5805,2023-06-27 13:35:36.791323,2023-06-28 05:35:36.791323,2666,6693,6680
5806,2023-10-06 18:56:51.336148,2023-10-09 03:56:51.336148,104,7588,4573
5807,2023-06-10 12:01:29.307124,2023-06-11 04:01:29.307124,6687,3386,2149
5808,2023-10-25 04:43:05.477762,2023-10-26 05:43:05.477762,2930,4080,7341
5809,2024-01-01 11:46:05.554356,2024-01-01 20:46:05.554356,1360,9552,5069
5810,2023-09-22 19:56:41.222266,2023-09-24 00:56:41.222266,3574,9257,9475
5811,2024-04-06 21:48:05.442973,2024-04-08 11:48:05.442973,8206,5257,108
5812,2023-11-18 21:11:17.193368,2023-11-20 19:11:17.193368,1835,4848,5827
5813,2023-11-09 11:13:38.492280,2023-11-11 03:13:38.492280,2370,3216,4722
5814,2023-10-04 03:51:07.432948,2023-10-04 18:51:07.432948,491,199,4719
5815,2024-02-08 19:07:37.093284,2024-02-11 16:07:37.093284,3338,3238,3436
5816,2024-03-07 08:25:32.031851,2024-03-08 03:25:32.031851,9330,7375,8606
5817,2023-08-05 06:28:30.847715,2023-08-07 22:28:30.847715,7463,6770,9684
5818,2023-08-16 07:55:02.769395,2023-08-17 19:55:02.769395,4480,9698,6334
5819,2024-06-06 21:17:46.264305,2024-06-08 14:17:46.264305,378,857,1539
5820,2024-04-11 08:07:23.819866,2024-04-12 14:07:23.819866,9829,7769,7372
5821,2023-07-30 05:58:20.860132,2023-08-01 14:58:20.860132,9478,8567,7412
5822,2023-08-02 00:20:18.032076,2023-08-02 15:20:18.032076,6576,680,1486
5823,2024-05-03 10:01:25.622254,2024-05-05 17:01:25.622254,5139,7449,782
5824,2024-04-09 22:26:12.095340,2024-04-11 08:26:12.095340,2256,4566,7308
5825,2023-12-17 07:51:00.164810,2023-12-18 11:51:00.164810,8361,2111,1897
5826,2024-01-26 07:54:43.312560,2024-01-26 19:54:43.312560,3074,2272,3003
5827,2023-11-28 19:54:39.238773,2023-11-30 07:54:39.238773,1084,4074,5490
5828,2023-11-13 17:43:10.292523,2023-11-14 12:43:10.292523,15,8088,212
5829,2024-03-26 03:20:30.952887,2024-03-28 08:20:30.952887,9030,341,1094
5830,2024-02-10 08:24:15.782281,2024-02-13 00:24:15.782281,914,970,9048
5831,2023-08-05 22:33:50.313874,2023-08-06 19:33:50.313874,7286,9897,9075
5832,2024-04-24 18:01:16.999854,2024-04-26 17:01:16.999854,2787,2968,8286
5833,2023-11-16 09:40:47.341325,2023-11-18 03:40:47.341325,5923,9203,4348
5834,2023-12-26 18:18:05.767877,2023-12-28 11:18:05.767877,7702,8736,7807
5835,2023-07-15 07:27:26.665716,2023-07-15 17:27:26.665716,6005,4150,8509
5836,2024-05-12 01:54:05.643166,2024-05-14 13:54:05.643166,3699,6377,4058
5837,2023-10-27 00:45:02.668870,2023-10-29 09:45:02.668870,865,8754,4002
5838,2023-12-28 07:56:21.289326,2023-12-30 20:56:21.289326,5292,1083,74
5839,2024-04-15 18:58:36.077383,2024-04-17 23:58:36.077383,6412,480,7531
5840,2024-02-14 02:54:22.761799,2024-02-16 09:54:22.761799,8730,178,8928
5841,2023-11-02 23:25:42.240704,2023-11-04 07:25:42.240704,5029,8857,4066
5842,2024-04-02 14:06:29.754062,2024-04-03 20:06:29.754062,7700,9185,548
5843,2024-02-06 01:24:34.413924,2024-02-06 23:24:34.413924,4530,8935,6572
5844,2023-11-27 15:54:02.034576,2023-11-29 23:54:02.034576,8907,8823,7956
5845,2023-08-04 05:24:54.754903,2023-08-05 00:24:54.754903,3602,9892,5730
5846,2023-12-01 07:15:57.610334,2023-12-03 10:15:57.610334,956,9376,5515
5847,2023-12-23 18:32:53.051830,2023-12-23 19:32:53.051830,1281,8545,5092
5848,2023-11-09 13:28:04.229600,2023-11-11 12:28:04.229600,430,6319,4174
5849,2024-01-11 18:38:39.255194,2024-01-12 08:38:39.255194,8755,109,7889
5850,2024-03-22 12:40:18.733484,2024-03-24 09:40:18.733484,1736,157,7451
5851,2024-01-25 05:02:58.395094,2024-01-25 21:02:58.395094,4941,4743,9473
5852,2024-04-16 08:27:43.964707,2024-04-18 07:27:43.964707,4014,7089,4231
5853,2023-08-30 05:43:17.293591,2023-08-31 22:43:17.293591,9953,1974,4333
5854,2024-06-01 17:36:43.071514,2024-06-02 16:36:43.071514,2723,1215,1805
5855,2023-12-02 17:37:44.686307,2023-12-03 13:37:44.686307,167,2646,3697
5856,2023-11-02 20:14:48.825982,2023-11-05 20:14:48.825982,7290,8424,5781
5857,2023-10-17 00:19:45.528262,2023-10-18 23:19:45.528262,5316,4631,5385
5858,2023-11-10 11:53:28.498790,2023-11-12 18:53:28.498790,6673,4812,2705
5859,2024-05-30 19:56:29.097471,2024-05-31 15:56:29.097471,8979,7355,7162
5860,2024-04-02 12:00:00.508499,2024-04-04 02:00:00.508499,4571,5978,683
5861,2024-05-12 03:10:09.002368,2024-05-14 21:10:09.002368,513,9469,4129
5862,2023-09-23 01:36:14.289693,2023-09-24 21:36:14.289693,618,1377,5060
5863,2023-11-08 06:35:54.984421,2023-11-09 08:35:54.984421,622,5421,6958
5864,2024-03-19 20:04:20.923355,2024-03-22 14:04:20.923355,4569,9270,6592
5865,2024-04-11 01:14:12.179508,2024-04-12 11:14:12.179508,3619,5267,6365
5866,2023-11-20 14:24:42.236417,2023-11-21 21:24:42.236417,4181,7279,9358
5867,2023-10-17 09:44:27.309210,2023-10-20 00:44:27.309210,3405,2139,4358
5868,2024-01-07 10:25:58.813611,2024-01-08 20:25:58.813611,668,1485,9631
5869,2023-10-09 02:26:18.378544,2023-10-10 09:26:18.378544,3735,4498,4355
5870,2023-11-17 12:40:55.935170,2023-11-19 08:40:55.935170,6686,433,6552
5871,2023-10-05 10:58:41.831242,2023-10-07 23:58:41.831242,7499,5940,1695
5872,2023-11-26 08:21:44.401831,2023-11-26 11:21:44.401831,8670,8837,3803
5873,2024-03-15 13:56:49.996622,2024-03-18 01:56:49.996622,4754,8344,5068
5874,2024-03-06 20:17:35.718726,2024-03-08 10:17:35.718726,8943,2757,2894
5875,2023-10-19 21:11:24.999104,2023-10-20 18:11:24.999104,5886,1584,7337
5876,2024-04-21 20:54:08.930658,2024-04-24 07:54:08.930658,7483,7195,4075
5877,2024-02-28 09:15:48.815627,2024-03-02 02:15:48.815627,7930,3798,1481
5878,2024-01-09 08:51:11.292967,2024-01-11 19:51:11.292967,4008,3188,251
5879,2023-09-11 12:31:53.510028,2023-09-11 19:31:53.510028,1128,8550,1774
5880,2024-04-11 04:31:57.905748,2024-04-13 09:31:57.905748,9621,3482,7187
5881,2023-08-04 08:02:48.849946,2023-08-05 17:02:48.849946,7658,705,4135
5882,2024-01-31 19:26:54.264717,2024-02-01 08:26:54.264717,8408,7087,907
5883,2024-05-23 00:50:34.818035,2024-05-24 13:50:34.818035,770,1648,3422
5884,2023-09-17 09:50:56.741512,2023-09-19 11:50:56.741512,9943,6402,7230
5885,2023-07-03 05:36:37.983071,2023-07-05 07:36:37.983071,5946,4442,2283
5886,2024-04-01 21:34:27.301794,2024-04-02 06:34:27.301794,9701,3222,9277
5887,2023-07-08 08:19:17.939325,2023-07-10 12:19:17.939325,5072,3641,7761
5888,2024-02-14 02:41:40.484210,2024-02-14 03:41:40.484210,6512,1421,9028
5889,2024-06-07 00:04:15.525066,2024-06-08 18:04:15.525066,8098,8050,8323
5890,2023-06-12 22:41:57.296405,2023-06-13 21:41:57.296405,7383,4359,9218
5891,2023-06-14 17:38:15.273480,2023-06-16 17:38:15.273480,4405,8363,7106
5892,2024-02-26 16:17:07.343891,2024-02-28 05:17:07.343891,8501,6315,6067
5893,2023-07-10 03:28:11.140719,2023-07-12 02:28:11.140719,4852,4961,9991
5894,2023-07-01 22:46:21.914469,2023-07-04 18:46:21.914469,9005,2584,4626
5895,2023-09-15 04:57:49.563881,2023-09-15 05:57:49.563881,7571,5444,5422
5896,2023-07-26 15:27:06.991126,2023-07-29 11:27:06.991126,7390,933,699
5897,2024-03-13 21:38:56.772489,2024-03-16 03:38:56.772489,9444,1875,8729
5898,2024-02-05 01:43:34.551342,2024-02-07 19:43:34.551342,7911,2183,71
5899,2023-08-26 03:59:02.186107,2023-08-28 13:59:02.186107,176,4866,5479
5900,2024-05-26 18:53:36.089800,2024-05-27 02:53:36.089800,7983,8022,435
5901,2023-11-29 04:37:35.640489,2023-11-29 13:37:35.640489,9997,9349,4820
5902,2024-04-19 00:02:10.187291,2024-04-19 23:02:10.187291,2377,5434,1406
5903,2023-11-06 21:30:32.561394,2023-11-09 21:30:32.561394,828,3280,8967
5904,2023-07-18 16:03:59.765866,2023-07-19 18:03:59.765866,7027,4175,2535
5905,2023-10-03 15:12:36.697564,2023-10-04 11:12:36.697564,606,212,503
5906,2024-02-13 12:04:11.913485,2024-02-15 20:04:11.913485,5025,2791,5320
5907,2023-11-27 21:37:32.104467,2023-11-30 02:37:32.104467,9083,859,3749
5908,2023-10-10 10:40:06.921582,2023-10-12 19:40:06.921582,9691,2963,4140
5909,2024-04-27 02:56:37.312089,2024-04-28 03:56:37.312089,8049,8099,68
5910,2023-09-21 18:58:49.957736,2023-09-21 23:58:49.957736,6365,2445,7840
5911,2024-03-04 13:01:34.715388,2024-03-05 01:01:34.715388,443,7451,2320
5912,2023-12-26 16:56:15.921448,2023-12-29 09:56:15.921448,276,2401,7896
5913,2024-02-19 22:34:54.118367,2024-02-21 20:34:54.118367,1796,5072,2164
5914,2023-07-25 00:12:52.582034,2023-07-26 04:12:52.582034,2157,9321,5484
5915,2023-11-27 20:18:01.315200,2023-11-30 02:18:01.315200,907,9008,1324
5916,2023-08-29 15:20:00.442747,2023-08-31 01:20:00.442747,2404,1756,2435
5917,2023-06-19 14:09:33.433960,2023-06-20 20:09:33.433960,7155,5377,568
5918,2024-04-27 23:46:26.622275,2024-04-30 16:46:26.622275,5390,8748,9268
5919,2024-01-16 09:06:26.055755,2024-01-18 02:06:26.055755,4503,1277,5425
5920,2023-07-12 20:51:20.742776,2023-07-14 06:51:20.742776,1630,2335,7633
5921,2024-04-21 16:08:17.934943,2024-04-23 10:08:17.934943,1053,8128,7956
5922,2023-07-17 06:56:53.560223,2023-07-18 03:56:53.560223,8097,7131,7540
5923,2024-05-22 18:37:25.311774,2024-05-24 15:37:25.311774,419,4102,4860
5924,2024-06-03 12:32:56.010136,2024-06-03 15:32:56.010136,1964,8427,4953
